Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Wind Speed,Generic 1.5 MW Power Output,Generic 1.5 MW Operating Status,AC Primary Load,AC Primary Load Served,Hydrogen Load,Grid Purchases,Grid Sales,Total Electrical Load Served,Renewable Penetration,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Lead Acid Maximum Charge Power,Generic 1kWh Lead Acid Maximum Discharge Power,Generic 1kWh Lead Acid Charge Power,Generic 1kWh Lead Acid Discharge Power,Generic 1kWh Lead Acid Input Power,Generic 1kWh Lead Acid Energy Content,Generic 1kWh Lead Acid State of Charge,Generic 1kWh Lead Acid Energy Cost,Electrolyzer Input,Electrolyzer Output,Stored Hydrogen,Hydrogen Load Served,Unmet Hydrogen Load,Excess Hydrogen,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
9/12/2007 3:00:00 PM,0.235,53.32886,75.1713,35.53261,0.2318536,9853.777,9.128494,311537.6,0,969.7236,969.7236,3891,0,83781.2,310052,103.6572,0,321391.3,0,0,226786.6,215447.3,7.51555E-07,1384026,7.51555E-07,0,7.51555E-07,5304240,100,0,225301.1,4855.08,50000,3891,0,0,156835.5,7883.022,411537.6,1393880
9/12/2007 4:00:00 PM,0.1245,39.14895,82.17349,50.45891,0.1227791,5218.11,6.342401,143653.4,0,951.4393,951.4393,3891,0,0,141736.4,105.0341,0,148871.5,0,0,142701.9,135566.8,5.40326E-07,1384026,5.40326E-07,0,5.40326E-07,5304240,100,0,140784.9,3033.816,49142.82,3891,0,0,72873.26,4174.488,243653.4,1389244
9/12/2007 5:00:00 PM,0.058,24.75796,87.0464,65.41189,0.05717952,2430.13,4.145942,41042.88,0,1285.446,1285.446,3891,0,0,41485.13,104.7918,0,43473,0,0,39757.43,37769.56,3.89004E-07,1384026,3.89004E-07,0,3.89004E-07,5304240,100,0,40199.69,866.275,46118.09,3891,0,0,21935.43,1944.104,141042.9,1386456
9/12/2007 6:00:00 PM,0.0145,10.30592,91.14055,80.37514,0.01428845,607.2591,7.85561,258756.5,0,1226.352,1226.352,3891,0,0,246487.2,105.224,0,259363.7,0,0,257530.1,244653.6,2.80083E-07,1384026,2.80083E-07,0,2.80083E-07,5304240,100,0,245260.8,5285.199,47512.29,3891,0,0,130727.2,485.8073,358756.4,1384633
9/12/2007 7:00:00 PM,0,0,95.11924,90,0,0,8.872958,304333.2,0,1350.389,1350.389,3891,0,0,289184,105.2386,0,304333.2,0,0,302982.8,287833.6,2.01504E-07,1384026,2.01504E-07,0,2.01504E-07,5304240,100,0,287833.6,6202.612,49823.9,3891,0,0,153652,0,404333.2,1384026
9/12/2007 8:00:00 PM,0,0,99.51028,90,0,0,5.719768,105818.5,0,1253.436,1253.436,3891,0,0,100590.2,105.1976,0,105818.5,0,0,104565.1,99336.81,1.44709E-07,1384026,1.44709E-07,0,1.44709E-07,5304240,100,0,99336.81,2140.638,48073.54,3891,0,0,54288.03,0,205818.5,1384026
9/12/2007 9:00:00 PM,0,0,105.0052,90,0,0,7.281221,214950.4,0,1444.856,1444.856,3891,0,0,204275.1,105.2259,0,214950.4,0,0,213505.5,202830.2,1.03864E-07,1384026,1.03864E-07,0,1.03864E-07,5304240,100,0,202830.2,4370.849,48553.39,3891,0,0,109064.5,0,314950.4,1384026
9/12/2007 10:00:00 PM,0,0,112.91,90,0,0,7.508566,234179.2,0,1269.838,1269.838,3891,0,0,222533.7,105.2331,0,234179.2,0,0,232909.4,221263.9,7.46887E-08,1384026,7.46887E-08,0,7.46887E-08,5304240,100,0,221263.9,4768.081,49430.47,3891,0,0,118486.4,0,334179.2,1384026
9/12/2007 11:00:00 PM,0,0,126.3324,90,0,0,8.748193,300815.6,0,1453.515,1453.515,3891,0,81475.85,289921.3,103.7577,0,300815.6,0,0,217886.2,206991.9,5.3877E-08,1384026,5.3877E-08,0,5.3877E-08,5304240,100,0,206991.9,4460.53,50000,3891,0,0,152006.7,0,400815.6,1384026
9/13/2007 12:00:00 AM,0,0,152.6262,90,0,0,4.552311,52499.76,0,776.3795,776.3795,3891,0,0,49913.59,105.1813,0,52499.76,0,0,51723.38,49137.21,3.87059E-08,1384026,3.87059E-08,0,3.87059E-08,5304240,100,0,49137.21,1058.872,47167.87,3891,0,0,27103.9,0,152499.8,1384026
9/13/2007 1:00:00 AM,0,0,-163.6279,90,0,0,5.053379,72852.3,0,1141.615,1141.615,3891,0,0,69266.77,105.1764,0,72852.3,0,0,71710.69,68125.15,2.74248E-08,1384026,2.74248E-08,0,2.74248E-08,5304240,100,0,68125.15,1468.049,44744.92,3891,0,0,37681.93,0,172852.3,1384026
9/13/2007 2:00:00 AM,0,0,-131.3525,90,0,0,4.504797,51160.18,0,1109.69,1109.69,3891,0,0,48657.66,105.1431,0,51160.18,0,0,50050.49,47547.97,1.94502E-08,1384026,1.94502E-08,0,1.94502E-08,5304240,100,0,47547.97,1024.625,41878.55,3891,0,0,26800.75,0,151160.2,1384026
9/13/2007 3:00:00 AM,0,0,-115.3563,90,0,0,3.544054,26603.05,0,919.7177,919.7177,3891,0,0,25318.89,105.072,0,26603.05,0,0,25683.34,24399.17,1.40041E-08,1384026,1.40041E-08,0,1.40041E-08,5304240,100,0,24399.17,525.7849,38513.33,3891,0,0,14313.22,0,126603.1,1384026
9/13/2007 4:00:00 AM,0,0,-106.4326,90,0,0,3.213006,20069.71,0,1420.466,1420.466,3891,0,0,19137.25,104.8725,0,20069.71,0,0,18649.25,17716.79,1.01141E-08,1384026,1.01141E-08,0,1.01141E-08,5304240,100,0,17716.79,381.7843,35004.12,3891,0,0,11597.37,0,120069.7,1384026
9/13/2007 5:00:00 AM,0,0,-100.489,90,0,0,2.009699,0,0,1119.416,1119.416,3891,0,0,1119.416,0,0,0,1178.332,1119.416,0,0,7.00207E-09,1384026,0,1178.332,-1178.332,5302922,99.97517,0,0,0,31113.12,3891,0,0,1231.357,0,100000,1384026
9/13/2007 6:00:00 AM,0,0,-95.89629,90,0,0,2.331215,0,0,762.6791,762.6791,3891,0,0,762.6791,0,0,0,802.8201,762.6791,0,0,931.0602,1384026,0,802.8201,-802.8201,5302025,99.95824,0,0,0,27222.12,3891,0,0,838.947,0,100000,1384026
9/13/2007 7:00:00 AM,0.021,6.154682,-91.85667,84.56395,0.0206707,878.5046,2.921181,0,0,1382.184,1382.184,3891,0,0,1382.184,63.55916,0,878.5046,1454.931,1382.184,0,0,1565.409,1384026,0,576.4261,-576.4261,5301380,99.94609,0,0,0,23331.12,3891,0,0,1520.403,702.8037,100000,1384904
9/13/2007 8:00:00 AM,0.1505,20.60846,-87.82556,69.59226,0.1485132,6311.81,2.92851,0,0,835.6368,835.6368,3891,0,0,4359.202,144.7928,0,6311.81,879.6177,835.6368,0,0,1908.627,1384026,1908.627,0,1908.627,5303088,99.97827,0,3523.565,75.93035,19516.05,3891,0,0,919.2005,5049.448,100000,1390338
9/13/2007 9:00:00 AM,0.2555,35.01869,-83.20461,54.62686,0.252629,10736.73,3.509271,25916.6,0,1331.275,1331.275,3891,0,3.63798E-12,35063.04,104.5355,0,36653.33,0,0,24585.32,23356.06,361.0213,1384026,361.0213,0,361.0213,5303410,99.98436,0,33731.77,726.8959,16351.94,3891,0,0,14422.7,8589.386,125916.6,1394763
9/13/2007 10:00:00 AM,0.304,49.26052,-76.91312,39.67771,0.3004035,12767.15,10.85518,325050,0,813.4083,813.4083,3891,0,0,321345.5,105.1258,0,337817.2,0,0,324236.6,308024.8,259.8557,1384026,259.8557,0,259.8557,5303643,99.98875,0,320532.1,6907.24,19368.18,3891,0,0,163419.8,10213.72,425050,1396793
9/13/2007 11:00:00 AM,0.3045,62.996,-66.00373,24.77692,0.3005941,12775.25,10.43055,324119.2,0,969.9365,969.9365,3891,0,0,320549.9,105.0989,0,336894.4,0,0,323149.2,306991.8,187.0387,1384026,187.0387,0,187.0387,5303810,99.9919,0,319580,6886.724,22363.91,3891,0,0,163126.5,10220.2,424119.2,1396801
9/13/2007 12:00:00 PM,0.495,74.71581,-38.9405,10.14364,0.4915498,20890.87,11.29884,325050,0,780.5475,780.5475,3891,0,0,329592.8,104.9601,0,345940.9,0,0,324269.4,308056,134.6266,1384026,134.6266,0,134.6266,5303930,99.99417,0,328812.2,7085.672,25558.58,3891,0,0,163383.6,16712.69,425050,1404917
9/13/2007 1:00:00 PM,0.6685,76.81319,24.53793,6.430313,0.6716708,28546.01,14.12064,325050,0,1253.261,1253.261,3891,0,0,337309.3,104.8284,0,353596,0,0,323796.8,307606.9,96.90141,1384026,96.90141,0,96.90141,5304018,99.9958,0,336056,7241.771,28909.35,3891,0,0,163903.6,22836.81,425050,1412572
9/13/2007 2:00:00 PM,0.4465,66.54388,61.16804,20.71875,0.4427349,18816.23,13.58461,325050,0,907.6188,907.6188,3891,0,0,327589.4,104.9687,0,343866.2,0,0,324142.4,307935.2,69.74762,1384026,69.74762,0,69.74762,5304080,99.99698,0,326681.8,7039.762,32058.11,3891,0,0,163523.4,15052.99,425050,1402842
9/13/2007 3:00:00 PM,0.3045,53.0982,74.60635,35.5896,0.3007753,12782.95,15.10309,325050,0,1008.855,1008.855,3891,0,0,321580.7,105.0539,0,337832.9,0,0,324041.2,307839.1,50.20289,1384026,50.20289,0,50.20289,5304124,99.99783,0,320571.8,6908.097,35075.21,3891,0,0,163634.7,10226.36,425050,1396809
9/13/2007 4:00:00 PM,0.0325,38.94354,81.7174,50.53065,0.03203693,1361.569,21.7202,0,0,996.8913,996.8913,3891,0,0,1272.967,106.9604,0,1361.569,1049.359,996.8913,0,0,36.135,1384026,36.135,0,36.135,5304157,99.99844,0,276.0752,5.949226,31190.16,3891,0,0,1096.58,1089.256,100000,1385388
9/13/2007 5:00:00 PM,0.0085,24.56288,86.65027,65.493,0.008377737,356.0538,18.80041,325050,0,816.7061,816.7061,3891,0,0,309168.4,105.2521,0,325406.1,0,0,324233.3,308021.6,26.00922,1384026,26.00922,0,26.00922,5304180,99.99887,0,308351.7,6644.761,33943.92,3891,0,0,163423.4,284.8431,425050,1384382
9/13/2007 6:00:00 PM,0.014,10.11266,90.77375,80.46355,0.0137965,586.3513,16.23504,325050,0,732.8432,732.8432,3891,0,0,309401.8,105.2471,0,325636.3,0,0,324317.2,308101.3,18.7209,1384026,18.7209,0,18.7209,5304197,99.99919,0,308668.9,6651.598,36704.52,3891,0,0,163331.1,469.081,425050,1384612
9/13/2007 7:00:00 PM,0,0,94.75981,90,0,0,17.21593,325050,0,1109.961,1109.961,3891,0,0,308839.5,105.2488,0,325050,0,0,323940,307743,13.47491,1384026,13.47491,0,13.47491,5304209,99.99942,0,307729.6,6631.355,39444.87,3891,0,0,163746,0,425050,1384026
9/13/2007 8:00:00 PM,0,0,99.13899,90,0,0,12.31726,325050,0,1234.047,1234.047,3891,0,0,308849.5,105.2454,0,325050,0,0,323816,307625.2,9.698962,1384026,9.698962,0,9.698962,5304218,99.99958,0,307615.5,6628.896,42182.77,3891,0,0,163882.5,0,425050,1384026
9/13/2007 9:00:00 PM,0,0,104.6021,90,0,0,10.75394,325030.9,0,1347.314,1347.314,3891,0,0,308839.8,105.2426,0,325030.9,0,0,323683.6,307499.4,6.981111,1384026,6.981111,0,6.981111,5304224,99.99969,0,307492.4,6626.246,44918.01,3891,0,0,163997.5,0,425030.9,1384026
9/13/2007 10:00:00 PM,0,0,112.4556,90,0,0,7.862616,259151.5,0,1196.014,1196.014,3891,0,0,246248.7,105.2397,0,259151.5,0,0,257955.5,245057.7,5.024859,1384026,5.024859,0,5.024859,5304228,99.99978,0,245052.7,5280.713,46307.73,3891,0,0,130891.4,0,359151.5,1384026
9/13/2007 11:00:00 PM,0,0,125.8397,90,0,0,8.945299,306372.7,0,1006.769,1006.769,3891,0,-5.82077E-11,291100.8,105.2463,0,306372.7,0,0,305365.9,290097.6,3.616789,1384026,3.616789,0,3.616789,5304232,99.99984,0,290094,6251.321,48668.05,3891,0,0,154293.8,0,406372.7,1384026
9/14/2007 12:00:00 AM,0,0,152.3607,90,0,0,7.024163,193208.4,0,899.6207,899.6207,3891,0,0,183590.4,105.2389,0,193208.4,0,0,192308.8,182693.3,2.60329,1384026,2.60329,0,2.60329,5304234,99.99989,0,182690.8,3936.857,48713.9,3891,0,0,97593.79,0,293208.4,1384026
9/14/2007 1:00:00 AM,0,0,-163.0267,90,0,0,8.117847,273543.2,0,1159.638,1159.638,3891,0,19492.78,260896.7,104.8473,0,273543.2,0,0,252890.7,240246.2,1.873794,1384026,1.873794,0,1.873794,5304236,99.99992,0,240244.3,5177.096,50000,3891,0,0,138047.2,0,373543.2,1384026
9/14/2007 2:00:00 AM,0,0,-130.5851,90,0,0,6.783017,174709.4,0,1289.943,1289.943,3891,0,0,166037.1,105.2231,0,174709.4,0,0,173419.5,164748.5,1.348718,1384026,1.348718,0,1.348718,5304237,99.99994,0,164747.2,3550.186,49659.18,3891,0,0,88773.66,0,274709.4,1384026
9/14/2007 3:00:00 AM,0,0,-114.7392,90,0,0,6.44417,150826.4,0,994.3718,994.3718,3891,0,0,143333.8,105.2274,0,150826.4,0,0,149832,142340.4,0.9707791,1384026,0.9707791,0,0.9707791,5304238,99.99995,0,142339.4,3067.314,48835.5,3891,0,0,76506.99,0,250826.4,1384026
9/14/2007 4:00:00 AM,0,0,-105.9268,90,0,0,5.612975,99796.8,0,1382.933,1382.933,3891,0,0,94875.41,105.1872,0,99796.8,0,0,98413.88,93493.18,0.6987466,1384026,0.6987466,0,0.6987466,5304238,99.99997,0,93492.48,2014.697,46959.2,3891,0,0,51419.63,0,199796.8,1384026
9/14/2007 5:00:00 AM,0,0,-100.046,90,0,0,7.943131,263691.5,0,1203.064,1203.064,3891,0,0,250566.5,105.2381,0,263691.5,0,0,262488.4,249364,0.5029433,1384026,0.5029433,0,0.5029433,5304239,99.99998,0,249363.5,5373.607,48441.8,3891,0,0,133169.1,0,363691.5,1384026
9/14/2007 6:00:00 AM,0,0,-95.48198,90,0,0,11.21968,325050,0,1543.689,1543.689,3891,0,57325.75,311740.6,104.2694,0,325050,0,0,266180.6,252871.5,0.3620081,1384026,0.3620081,0,0.3620081,5304239,99.99998,0,252871.2,5449.196,50000,3891,0,0,164223.1,0,425050,1384026
9/14/2007 7:00:00 AM,0.0095,6.139629,-91.444,84.46854,0.009359248,397.768,9.411827,316339.2,0,1410.135,1410.135,3891,0,125281.5,307254.4,103.0863,0,316737,0,0,189647.6,180165.2,0.2605659,1384026,0.2605659,0,0.2605659,5304240,99.99999,0,180562.8,3891,50000,3891,0,0,159720.8,318.2144,416339.2,1384424
9/14/2007 8:00:00 AM,0.075,20.59272,-87.38727,69.49064,0.07395168,3142.947,10.4924,324293.6,0,1328.831,1328.831,3891,0,136206.8,318098.4,102.9356,0,327436.5,0,0,186757.9,177420,0.1875499,1384026,0.1875499,0,0.1875499,5304240,99.99999,0,180562.8,3891,50000,3891,0,0,163608.5,2514.357,424293.6,1387169
9/14/2007 9:00:00 AM,0.2495,34.99335,-82.70432,54.51768,0.2467026,10484.86,5.387705,87094.57,0,1104.413,1104.413,3891,0,0,93279.79,104.6094,0,97579.43,0,0,85990.16,81690.66,0.1349946,1384026,0.1349946,0,0.1349946,5304240,99.99999,0,92175.38,1986.314,48095.32,3891,0,0,44762.14,8387.888,187094.6,1394511
9/14/2007 10:00:00 AM,0.405,49.21057,-76.289,39.55749,0.4024821,17105.49,6.83784,178573.5,0,1344.319,1344.319,3891,0,0,186817.5,104.7434,0,195679,0,0,177229.2,168367.8,0.09716627,1384026,0.09716627,0,0.09716627,5304240,99.99999,0,185473.1,3996.816,48201.13,3891,0,0,90765.52,13684.39,278573.5,1401131
9/14/2007 11:00:00 AM,0.3605,62.88717,-65.13346,24.63545,0.3563961,15146.83,3.290403,21597.17,0,1201.02,1201.02,3891,0,0,35724.12,102.8549,0,36744,0,0,20396.15,19376.34,0.06993826,1384026,0.06993826,0,0.06993826,5304240,100,0,34523.11,743.9486,45054.08,3891,0,0,12119.71,12117.47,121597.2,1399173
9/14/2007 12:00:00 PM,0.331,74.45143,-37.7588,9.928008,0.326801,13889.04,4.251502,44018.96,0,1074.863,1074.863,3891,0,7.27596E-12,55760.75,103.8508,0,57908,0,0,42944.09,40796.89,0.05034011,1384026,0.05034011,0,0.05034011,5304240,100,0,54685.88,1178.442,42341.52,3891,0,0,23191.83,11111.24,144019,1397915
9/14/2007 1:00:00 PM,0.373,76.40932,24.21912,6.308962,0.3685707,15664.26,7.641539,245426.1,0,1314.634,1314.634,3891,0,0,248884.7,104.9041,0,261090.3,0,0,244111.4,231905.9,0.03623376,1384026,0.03623376,0,0.03623376,5304240,100,0,247570.1,5334.961,43785.48,3891,0,0,124159.1,12531.41,345426.1,1399690
9/14/2007 2:00:00 PM,0.363,66.25006,60.4518,20.75142,0.3587919,15248.66,6.054048,124667.4,0,1157.129,1157.129,3891,0,-2.91038E-11,133740.5,104.6176,0,139916.1,0,0,123510.3,117334.8,0.02608031,1384026,0.02608031,0,0.02608031,5304240,100,0,132583.4,2857.079,42751.56,3891,0,0,63606.55,12198.92,224667.4,1399274
9/14/2007 3:00:00 PM,0.3245,52.864,74.04624,35.65108,0.3207835,13633.3,4.13506,40736.07,0,933.3157,933.3157,3891,0,7.27596E-12,52379.21,103.7995,0,54369.36,0,0,39802.75,37812.61,0.01877207,1384026,0.01877207,0,0.01877207,5304240,100,0,51445.89,1108.623,39969.18,3891,0,0,21394.68,10906.64,140736.1,1397659
9/14/2007 4:00:00 PM,0.2525,38.73555,81.26293,50.60522,0.249501,10603.79,3.960333,35809.94,0,1378.67,1378.67,3891,0,0,44692.16,103.8521,0,46413.73,0,0,34431.27,32709.71,0.01351174,1384026,0.01351174,0,0.01351174,5304240,100,0,43313.48,933.3751,37011.56,3891,0,0,19421.51,8483.034,135809.9,1394630
9/14/2007 5:00:00 PM,0.1455,24.36598,86.25446,65.5759,0.1435634,6101.446,5.256891,81458.8,0,1340.989,1340.989,3891,0,0,83554.35,104.7944,0,87560.25,0,0,80117.82,76111.93,0.009725471,1384026,0.009725471,0,0.009725471,5304240,100,0,82213.36,1771.64,34892.2,3891,0,0,42204.49,4881.157,181458.8,1390127
9/14/2007 6:00:00 PM,0.0425,9.918206,90.40656,80.55296,0.041873,1779.602,4.659791,56207.47,0,1007.682,1007.682,3891,0,0,55227.07,104.9975,0,57987.07,0,0,55199.79,52439.8,0.007000192,1384026,0.007000192,0,0.007000192,5304240,100,0,54219.39,1168.39,32169.59,3891,0,0,29212.19,1423.682,156207.5,1385806
9/14/2007 7:00:00 PM,0,0,94.39937,90,0,0,2.557883,0,0,1178.499,1178.499,3891,0,0,1178.499,0,2.27374E-13,0,1240.526,1178.499,0,0,0.005038592,1384026,0,1240.526,-1240.526,5302853,99.97385,0,0,0,28278.59,3891,0,0,1296.349,0,100000,1384026
9/14/2007 8:00:00 PM,0,0,98.76594,90,0,0,3.707355,29825.85,0,911.3735,911.3735,3891,0,0,27399.92,108.8538,0,29825.85,0,0,28914.48,27468.76,980.2135,1384026,980.2135,0,980.2135,5303730,99.99038,0,26488.54,570.8094,24958.4,3891,0,0,15915.44,0,129825.9,1384026
9/14/2007 9:00:00 PM,0,0,104.1961,90,0,0,5.063206,73267.89,0,882.6849,882.6849,3891,0,0,69430.82,105.5265,0,73267.89,0,0,72385.2,68765.95,217.8116,1384026,217.8116,0,217.8116,5303924,99.99406,0,68548.13,1477.164,22544.56,3891,0,0,37604.9,0,173267.9,1384026
9/14/2007 10:00:00 PM,0,0,111.9959,90,0,0,3.825896,32165.3,0,1182.238,1182.238,3891,0,0,30517.32,105.4001,0,32165.3,0,0,30983.06,29433.91,98.81982,1384026,98.81982,0,98.81982,5304013,99.99572,0,29335.09,632.1505,19285.71,3891,0,0,17383.11,0,132165.3,1384026
9/14/2007 11:00:00 PM,0,0,125.3368,90,0,0,2.46362,0,0,1422.593,1422.593,3891,0,0,1422.593,0,0,0,1497.466,1422.593,0,0,71.12845,1384026,0,1497.466,-1497.466,5302338,99.96416,0,0,0,15394.71,3891,0,0,1564.852,0,100000,1384026
9/15/2007 12:00:00 AM,0,0,152.0851,90,0,0,4.32406,46064.61,0,1103.941,1103.941,3891,0,0,42472.9,108.4565,0,46064.61,0,0,44960.66,42712.63,1343.675,1384026,1343.675,0,1343.675,5303540,99.98682,0,41368.96,891.4719,12395.18,3891,0,0,24246.64,0,146064.6,1384026
9/15/2007 1:00:00 AM,0,0,-162.4015,90,0,0,3.118688,18208.32,0,820.1169,820.1169,3891,0,0,17075.28,106.6356,0,18208.32,0,0,17388.2,16518.79,263.6314,1384026,263.6314,0,263.6314,5303776,99.99126,0,16255.16,350.2873,8854.472,3891,0,0,10006.29,0,118208.3,1384026
9/15/2007 2:00:00 AM,0,0,-129.805,90,0,0,2.758118,0,0,1113.141,1113.141,3891,0,0,1113.141,0,2.27374E-13,0,1171.727,1113.141,0,0,145.2542,1384026,0,1171.727,-1171.727,5302466,99.96656,0,0,0,4963.472,3891,0,0,1224.455,0,100000,1384026
9/15/2007 3:00:00 AM,0,0,-114.1176,90,0,0,2.469188,0,0,1272.64,1272.64,3891,0,0,1272.64,0,0,0,1339.621,1272.64,0,0,1253.505,1384026,0,1339.621,-1339.621,5300968,99.93832,0,0,0,1072.472,3891,0,0,1399.904,0,100000,1384026
9/15/2007 4:00:00 AM,0,0,-105.4191,90,0,0,2.765453,0,0,1171.301,1171.301,3891,0,0,1171.301,0,2.27374E-13,0,1232.949,1171.301,0,0,2308.271,1384026,0,1232.949,-1232.949,5299590,99.91234,0,0,0,0,1072.472,2818.528,0,1288.431,0,100000,1384026
9/15/2007 5:00:00 AM,0,0,-99.60181,90,0,0,4.903814,66527.19,0,814.7279,814.7279,3891,0,0,60101.18,110.692,0,66527.19,0,0,65712.46,62426.84,3140.387,1384026,3140.387,0,3140.387,5302399,99.96529,0,59286.45,1277.581,0,1277.581,2613.419,0,34159.8,0,166527.2,1384026
9/15/2007 6:00:00 AM,0,0,-95.06664,90,0,0,5.076534,73831.52,0,1222.719,1222.719,3891,0,0,69624.28,106.0428,0,73831.52,0,0,72608.8,68978.35,576.7896,1384026,576.7896,0,576.7896,5302915,99.97501,0,68401.56,1474.005,0,1474.005,2416.994,0,38260.75,0,173831.5,1384026
9/15/2007 7:00:00 AM,0.0575,6.124452,-91.03038,84.37296,0.05596444,2378.489,5.727426,106250.3,0,781.2404,781.2404,3891,0,0,102940.2,105.5261,0,108628.8,0,0,105469.1,100195.6,415.1611,1384026,415.1611,0,415.1611,5303286,99.98202,0,102158.9,2201.453,0,2201.453,1689.547,0,53984.52,1902.791,206250.3,1386404
9/15/2007 8:00:00 AM,0.207,20.57606,-86.94803,69.3896,0.2053587,8727.744,8.341151,286134.5,0,947.828,947.828,3891,0,0,280304.1,105.1937,0,294862.2,0,0,285186.7,270927.3,298.8244,1384026,298.8244,0,298.8244,5303554,99.98706,0,279356.2,6019.931,2128.93,3891,0,0,144109.9,6982.195,386134.5,1392754
9/15/2007 9:00:00 AM,0.3995,34.96613,-82.20316,54.40998,0.4006729,17028.6,10.69902,324876.1,0,1098.198,1098.198,3891,0,0,325500.7,105.0396,0,341904.7,0,0,323777.9,307589,215.0876,1384026,215.0876,0,215.0876,5303746,99.99068,0,324402.5,6990.646,5228.576,3891,0,0,163646.1,13622.88,424876.1,1401054
9/15/2007 10:00:00 AM,0.526,49.15736,-75.66467,39.44005,0.5288696,22476.96,10.66091,324768.7,0,1113.326,1113.326,3891,0,0,330908,104.9372,0,347245.6,0,0,323655.3,307472.6,154.8156,1384026,154.8156,0,154.8156,5303884,99.99329,0,329794.7,7106.843,8444.42,3891,0,0,163609,17981.57,424768.7,1406503
9/15/2007 11:00:00 AM,0.583,62.77296,-64.26762,24.49913,0.5850492,24864.59,10.87521,325050,0,1410.644,1410.644,3891,0,0,333621.2,104.8838,0,349914.6,0,0,323639.3,307457.4,111.433,1384026,111.433,0,111.433,5303984,99.99517,0,332210.5,7158.903,11712.32,3891,0,0,164076.7,19891.67,425050,1408890
9/15/2007 12:00:00 PM,0.6495,74.1805,-36.6129,9.724152,0.6531054,27756.98,8.818859,302807.9,0,1333.227,1333.227,3891,0,0,315411,104.8045,0,330564.9,0,0,301474.7,286401,80.20718,1384026,80.20718,0,80.20718,5304056,99.99653,0,314077.7,6768.154,14589.48,3891,0,0,152870.5,22205.58,402807.9,1411783
9/15/2007 1:00:00 PM,0.643,76.00407,23.91862,6.212348,0.6459468,27452.74,7.610874,242832.4,0,1137.932,1137.932,3891,0,-2.91038E-11,258142.7,104.7038,0,270285.2,0,0,241694.5,229609.8,57.73146,1384026,57.73146,0,57.73146,5304108,99.9975,0,257004.8,5538.272,16236.75,3891,0,0,122667.9,21962.19,342832.4,1411479
9/15/2007 2:00:00 PM,0.6275,65.95216,59.75093,20.79212,0.6313958,26834.32,2.714158,0,0,1352.573,1352.573,3891,0,0,26721.58,100.4219,0,26834.32,1423.761,1352.573,0,0,41.55391,1384026,41.55391,0,41.55391,5304144,99.9982,0,25369,546.6842,12892.43,3891,0,0,1487.83,21467.46,100000,1410860
9/15/2007 3:00:00 PM,0.5625,52.62646,73.49111,35.71694,0.566332,24069.11,2.844583,0,0,1032.963,1032.963,3891,0,0,23984.84,100.3514,0,24069.11,1087.329,1032.963,0,0,29.90964,1384026,29.90964,0,29.90964,5304172,99.9987,0,22951.87,494.5967,9496.029,3891,0,0,1136.259,19255.29,100000,1408095
9/15/2007 4:00:00 PM,0.433,38.52511,80.81021,50.68253,0.4345936,18470.23,3.626986,28239.74,0,1094.36,1094.36,3891,0,3.63798E-12,45331.17,103.0416,0,46709.97,0,0,27145.38,25788.12,21.52834,1384026,21.52834,0,21.52834,5304190,99.99907,0,44236.81,953.2722,6558.302,3891,0,0,15323.67,14776.18,128239.7,1402496
9/15/2007 5:00:00 PM,0.262,24.16738,85.85909,65.66051,0.2609148,11088.88,2.897484,0,0,1367.138,1367.138,3891,0,0,11001.43,100.7949,0,11088.88,1439.093,1367.138,0,0,15.49565,1384026,15.49565,0,15.49565,5304204,99.99933,0,9634.292,207.6122,2874.914,3891,0,0,1503.852,8871.104,100000,1395115
9/15/2007 6:00:00 PM,0.044,9.722695,90.03905,80.64327,0.0433585,1842.736,3.162674,19076.39,0,770.9308,770.9308,3891,0,0,19992.71,104.6338,0,20919.13,0,0,18305.46,17390.19,11.15345,1384026,11.15345,0,11.15345,5304214,99.99952,0,19221.77,414.2157,0,3289.13,601.8702,0,10386.22,1474.189,119076.4,1385869
9/15/2007 7:00:00 PM,0,0,94.03799,90,0,0,1.274127,0,0,1062.161,1062.161,3891,0,0,1062.161,0,0,0,1118.065,1062.161,0,0,8.028018,1384026,0,1118.065,-1118.065,5302964,99.97595,0,0,0,0,0,3891,0,1168.377,0,100000,1384026
9/15/2007 8:00:00 PM,0,0,98.3912,90,0,0,3.873472,33361.04,0,1130.37,1130.37,3891,0,0,30847.95,108.1467,0,33361.04,0,0,32230.66,30619.13,901.549,1384026,901.549,0,901.549,5303770,99.99115,0,29717.58,640.3929,0,640.3929,3250.607,0,17923.93,0,133361,1384026
9/15/2007 9:00:00 PM,0,0,103.7871,90,0,0,3.939315,35217.37,0,1197.785,1197.785,3891,0,0,33320,105.6944,0,35217.37,0,0,34019.59,32318.61,196.3895,1384026,196.3895,0,196.3895,5303946,99.99446,0,32122.22,692.2112,0,692.2112,3198.789,0,18926.25,0,135217.4,1384026
